user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address
169146,2015-01-16 09:48:29,2015-04-27 13:21:39,34,KYLIMLXKYWIDI,Ads,Safari,M,30,270250941.637882
399847,2015-02-11 04:25:44,2015-03-16 02:26:47,58,QNQLDDGJFIIQW,Ads,Chrome,F,54,2758513812.22505
308125,2015-04-28 17:45:21,2015-05-31 18:41:29,38,VCEIZPWXERXUQ,Ads,Safari,F,43,3598067955.91734
143373,2015-06-04 11:19:24,2015-06-13 15:03:15,37,WLSCPVVQHUFWI,SEO,Chrome,F,45,446123515.627716
183758,2015-02-28 01:24:12,2015-06-22 01:27:04,27,VVKCNTFVWJBIE,Ads,Chrome,F,25,71159792.0749521
26177,2015-03-29 08:38:20,2015-07-07 09:47:52,25,SDPMDTXUOGGKZ,SEO,Chrome,M,36,2222298385.72135
115860,2015-03-01 20:30:38,2015-06-21 13:39:15,17,ZOMSLKVMAFJFQ,SEO,Chrome,M,31,3841689293.9510703
108762,2015-04-24 17:06:54,2015-05-03 01:30:14,25,UHXWHZBLUCMAF,Direct,FireFox,M,34,2864248057.68271
184096,2015-01-17 09:07:37,2015-05-01 17:45:19,19,XXCKITZKQFEXJ,Ads,FireFox,M,28,3156777927.80023
35970,2015-03-17 17:12:55,2015-06-06 05:28:11,28,FVJCMOMENGLOA,Ads,Opera,F,42,3769229172.5669
321015,2015-01-26 15:32:29,2015-03-24 06:26:03,15,XILXSTHSJTABA,Ads,Chrome,M,23,1144870140.68445
124740,2015-04-16 23:59:20,2015-06-12 05:01:40,58,GELJDPIPSWBPK,Ads,IE,F,28,3750274521.2729
89730,2015-07-25 20:43:20,2015-11-20 03:18:26,39,FZIKGGBIMBKPI,SEO,Chrome,M,23,2892943237.74905
27633,2015-01-07 09:04:09,2015-01-07 09:04:10,84,ZZQPVRBHRMVYD,Direct,Safari,F,28,1136982158.18005
243779,2015-03-18 02:54:32,2015-04-14 22:27:36,59,NULESEAUYQWHC,Direct,Chrome,M,48,1931046979.42455
30317,2015-05-18 07:04:37,2015-06-01 18:28:41,55,GOCGYDGVWOLUK,Direct,Chrome,M,33,2650973499.47754
179403,2015-01-08 17:08:51,2015-01-08 17:08:52,24,FHNLMUKPGJGPZ,Ads,Chrome,F,18,129698190.050635
69778,2015-04-21 12:24:41,2015-07-25 08:30:10,69,TBUAGZTZIDEDL,Ads,FireFox,M,44,149429306.214413
231110,2015-02-06 16:10:53,2015-04-21 08:30:14,21,SMBZXNHWYDGGI,Ads,FireFox,M,34,4062370261.00449
59675,2015-06-20 14:53:20,2015-08-31 16:03:34,16,XXIWAKGXDTLOT,SEO,IE,F,52,1977307650.6824894
395656,2015-03-11 00:02:12,2015-06-12 03:47:32,50,TXQZWRHUJCQQS,Ads,FireFox,M,45,3642204640.1341
263327,2015-02-03 05:04:14,2015-05-10 01:13:06,17,IGTMQVXJCMOKS,Ads,FireFox,M,48,3779723659.1327896
204103,2015-08-16 20:44:31,2015-11-05 05:55:40,28,XWJJLFBDYIAOC,SEO,Chrome,F,29,2513022805.5664
185173,2015-07-19 14:15:00,2015-08-08 03:23:43,60,REBXZRKACJPLM,SEO,Safari,M,29,1649022312.5633
149001,2015-08-02 11:38:47,2015-10-03 13:35:02,45,DJAUITHCSUWIL,Ads,Safari,M,20,1771308098.6655
285477,2015-03-17 10:15:53,2015-05-03 02:37:17,32,FJACDXQQKBRYO,Ads,IE,M,46,1652434485.70941
307494,2015-03-10 01:40:54,2015-06-20 15:51:47,29,HKBXBINYWKJXK,Ads,Chrome,F,45,2529129807.52365
96903,2015-08-08 12:37:20,2015-09-19 15:13:41,20,ZEKSWLEOECVNG,Ads,Chrome,M,23,847807563.624869
233280,2015-01-06 16:48:45,2015-01-06 16:48:46,25,HVWLAYPAUUDDP,Ads,FireFox,M,30,2676937352.56075
167732,2015-03-18 00:39:35,2015-05-19 23:28:20,64,ICYHONNGABIGE,Ads,Chrome,M,19,1279586959.26743
355930,2015-06-06 23:33:52,2015-07-09 12:44:31,20,VPRLDICMUAIWN,Ads,IE,M,33,4135073787.4757104
23416,2015-01-02 10:30:45,2015-03-13 16:38:33,30,BMKOWAYIWTLST,SEO,Chrome,M,29,996461315.0880779
168680,2015-05-29 00:45:02,2015-08-28 02:21:43,35,CGMXDUROEKZPB,Ads,FireFox,F,29,1344764927.7200902
85041,2015-06-02 12:58:51,2015-08-11 10:28:47,42,COROISIZWALKE,Direct,Chrome,F,29,2971241041.4723396
90109,2015-02-07 00:46:11,2015-02-16 02:23:56,41,CIIRESSPGBRQE,SEO,Safari,F,48,3521420796.47261
386831,2015-06-05 16:11:57,2015-07-20 14:32:00,68,VBCHNDTAEPYSR,SEO,IE,M,45,2222492673.44958
196137,2015-08-06 16:59:23,2015-08-06 23:34:52,19,NRKNBEHOKHGCZ,SEO,Chrome,M,27,2020416150.2081802
279853,2015-04-21 04:28:10,2015-05-08 22:20:24,58,GYTXJUHPPSHXG,SEO,Chrome,F,29,772504520.3348111
26596,2015-06-22 12:30:47,2015-08-19 05:40:35,72,BPLUSPMLNWKZC,Direct,Chrome,F,29,2665076450.73214
225082,2015-02-01 08:07:41,2015-05-29 09:46:23,10,SKQSEYRBGGNFY,Ads,IE,M,29,1963197055.2230198
175512,2015-07-25 17:43:41,2015-10-09 13:26:16,40,FWYZIOFGNSESI,SEO,Safari,M,35,122009155.012844
339037,2015-03-19 00:58:57,2015-04-29 21:45:49,53,EKOIYTKHBWCVI,Ads,FireFox,M,48,246190872.927844
280256,2015-01-01 10:21:51,2015-02-26 18:32:03,49,ZYZRKJYFJIKBQ,Ads,IE,F,30,2993437543.6686
74421,2015-07-14 18:21:47,2015-08-02 20:52:30,38,OYXDLSDMPQBJU,Ads,Chrome,M,39,2729425902.2080197
308658,2015-02-10 20:37:41,2015-04-06 14:02:33,56,DNLUYVWYCSPYH,SEO,IE,F,38,4260258738.85785
145377,2015-04-13 04:07:16,2015-05-12 08:20:08,25,UMGRHSEOKKTDB,Ads,Chrome,F,26,143808964.21738002
358904,2015-06-12 05:37:00,2015-10-07 15:09:08,30,IYFXZNLVHWPEQ,SEO,Safari,M,30,3607254904.07679
52693,2015-01-25 12:38:55,2015-02-21 17:09:36,47,OJZTFYAISRROT,Ads,FireFox,M,19,4206147198.8175297
186537,2015-03-28 13:45:48,2015-06-05 08:26:18,52,VQXNVSXTGEUEO,Ads,FireFox,M,34,4148480355.20005
315372,2015-07-31 19:42:16,2015-08-27 21:20:21,32,TOIFTGZTKAHPO,SEO,FireFox,M,34,1973481732.4511101
377450,2015-07-14 00:47:02,2015-10-31 12:40:17,13,VBBTQMLAPBKDR,Ads,Safari,F,42,2202779922.8361697
389098,2015-01-09 21:33:06,2015-02-01 19:38:19,40,REGMLALFQSVDC,SEO,Safari,M,18,1617028150.73261
26982,2015-07-18 08:07:21,2015-08-19 18:40:10,34,TCOEGMEDVFZWI,SEO,FireFox,F,49,1688490749.9642599
171507,2015-06-07 21:40:57,2015-09-08 12:35:08,61,ZPQOHWQXWFPRH,Ads,Chrome,M,28,92367414.87100507
42247,2015-07-22 07:44:19,2015-10-28 20:08:51,20,BMPVUUEAEGDOX,SEO,IE,F,22,2067118229.96885
340260,2015-08-06 10:51:42,2015-11-19 05:13:11,46,PJMSTTHWZMRUW,Ads,Safari,M,33,4022077938.859221
125299,2015-05-07 05:32:13,2015-05-24 19:21:14,61,FWTEHKCYSGZOT,Ads,Safari,M,25,910592234.782754
92537,2015-02-04 18:11:44,2015-04-11 04:19:45,60,AGDDXFROECVZH,SEO,Chrome,M,35,2458112728.7737303
379417,2015-06-14 03:42:34,2015-08-03 06:03:26,13,RRICWWPDIHXGE,SEO,FireFox,F,33,2260331703.6592803
331271,2015-06-08 05:28:30,2015-07-23 00:46:32,71,PYRLOBNMVWCGB,Direct,Chrome,M,39,1651461691.37929
256804,2015-01-05 05:52:43,2015-05-01 22:25:52,20,QGTWWZRGGSLKF,Direct,IE,F,48,1053171483.8349301
75972,2015-08-11 12:46:18,2015-09-24 23:22:39,51,LYUEHNRJIAGOA,SEO,FireFox,M,36,722328720.186628
376411,2015-04-09 03:56:18,2015-04-29 01:52:03,71,KJRFSKIHIBASF,Ads,Chrome,F,25,1703315045.51475
327476,2015-04-01 17:24:51,2015-07-22 19:35:07,12,OXLVXVICDWZGX,SEO,Chrome,M,37,864253926.920045
357275,2015-07-08 06:22:45,2015-09-28 09:49:07,32,FASMISGNQDHCY,Ads,IE,F,48,3505515602.14085
52367,2015-06-22 23:08:05,2015-08-06 00:26:54,22,QMLCGTCKOURXD,Ads,IE,F,30,326981098.740876
123656,2015-05-13 00:26:05,2015-07-17 13:04:17,29,TIFBMGGIBKYGY,Ads,FireFox,F,31,534354531.409033
172378,2015-03-04 17:31:56,2015-06-08 12:40:57,19,AHKWEFJUUPZBV,Ads,Chrome,M,33,1017971582.1908
395163,2015-07-04 12:18:20,2015-08-20 15:01:26,53,PYWFXNLPMFAXE,Ads,FireFox,F,43,2473657249.4566
263791,2015-01-08 23:22:12,2015-04-23 10:05:11,61,LWZBGJSJGIYAB,SEO,Chrome,M,20,942762752.7600859
171629,2015-03-20 03:17:15,2015-05-10 13:49:31,16,MZYYGLDGALDYQ,Direct,Chrome,M,31,1979240217.60455
99122,2015-07-11 18:16:45,2015-07-28 14:50:26,37,URIRUFYCYJWVH,Ads,IE,F,34,1609149336.77544
4608,2015-02-12 12:14:16,2015-05-11 08:13:42,14,NBXISJVMFXGEW,SEO,Safari,F,26,4283218475.9151297
221949,2015-06-17 04:48:30,2015-08-14 08:38:24,39,SUHNUGEWTZUEL,Direct,Safari,M,36,2005779716.37646
7007,2015-07-20 03:26:53,2015-08-07 01:29:50,25,BVZYTMFHEMIST,Direct,Chrome,M,25,1298563851.08555
149035,2015-01-23 06:26:09,2015-04-23 14:51:29,72,QVJFGBBLEUZUE,Direct,FireFox,M,30,3020007097.13338
77730,2015-01-02 05:25:07,2015-03-03 13:20:01,47,EEEFDBUFRHRKU,SEO,Chrome,F,38,3711172751.17327
273375,2015-02-07 10:05:52,2015-05-15 22:50:45,48,JDIFVNKZVZXXV,Direct,FireFox,M,30,2339863081.86178
36682,2015-03-17 02:01:10,2015-03-26 00:01:06,67,HIEVVWZVQGIFC,Ads,Chrome,M,32,2581368788.76906
347477,2015-05-31 14:28:00,2015-09-11 20:53:48,65,QVZTBYERTCURB,SEO,Safari,F,36,844635581.146373
305440,2015-01-12 06:08:12,2015-01-12 06:08:13,66,FRHZPITUXINYK,Ads,Chrome,M,23,257566751.581419
375308,2015-04-19 18:43:40,2015-07-11 20:02:26,9,GHIFOGCLHEAIX,Ads,IE,M,30,4118118189.49025
332209,2015-07-05 12:52:23,2015-10-18 10:06:03,31,XRZXDLUJOJPSB,Direct,IE,F,23,4023304329.598621
290313,2015-07-17 19:32:58,2015-10-27 16:05:43,46,JLEMXWNHUIBFL,Ads,FireFox,F,33,3850547658.7902603
353351,2015-05-11 23:41:06,2015-05-30 01:32:53,54,TBJOBNLPAYRTE,SEO,Safari,M,50,3681180731.72214
178334,2015-06-17 12:41:51,2015-08-05 04:34:39,16,MOAPLHHBYDVEV,SEO,Chrome,M,31,3027136952.1575
43294,2015-03-06 12:23:47,2015-04-18 15:49:27,37,RHOZFEBVKGMVZ,Ads,Opera,F,54,1509440634.73474
144067,2015-03-31 21:08:08,2015-06-17 00:50:52,21,ZWBLIWZPDNSKJ,SEO,Safari,F,22,3358669925.7374
88279,2015-07-09 12:12:48,2015-08-15 00:38:54,14,ISOZZRBRZGBIL,Ads,Chrome,F,30,1846130850.77813
183951,2015-01-31 06:52:40,2015-03-18 03:43:10,10,ERNYTJDPUKSZY,SEO,IE,F,28,626949244.48572
111862,2015-04-20 22:03:29,2015-08-07 20:17:03,34,WIPKSMNOEFAAV,SEO,Safari,M,36,706954188.158741
14377,2015-05-10 23:49:24,2015-08-04 05:16:20,38,UMQTRAGPNXLTF,Ads,IE,M,35,1313859035.22196
67760,2015-03-05 03:44:11,2015-04-27 05:53:12,36,FYZZFLTTPIJPT,Direct,FireFox,M,39,2171839889.76333
176748,2015-01-14 10:12:11,2015-04-15 21:32:59,17,MLJUFTYKOSMDW,Ads,FireFox,F,33,357953575.984617
284048,2015-08-11 19:35:41,2015-10-31 11:58:09,49,UKKDSPSBSJEUR,SEO,IE,F,33,2636813559.54127
386898,2015-06-14 08:51:25,2015-10-02 11:51:52,45,XMUMHONVWKIUK,SEO,Chrome,M,30,2699655610.8116
158763,2015-07-25 16:04:35,2015-10-27 23:14:19,27,OOYOFJUWRHJWX,SEO,Chrome,F,52,3682207764.5356297
51027,2015-04-11 05:16:05,2015-05-31 01:33:45,43,VNQROUZCSPFQQ,SEO,IE,M,22,613303643.334634
10588,2015-06-11 11:37:34,2015-09-06 22:23:24,61,PQZYLLCGKEAHL,SEO,Chrome,M,25,3645766284.7287
31398,2015-02-05 10:47:45,2015-05-29 22:00:05,15,MUFTXIKITENMB,SEO,Safari,F,36,585908267.79199
150317,2015-08-13 02:19:32,2015-09-11 15:51:21,52,YNSZFEUWSZXRI,SEO,Chrome,F,33,4261777298.33765
86818,2015-08-04 22:05:36,2015-11-10 21:32:03,23,UIQQMLFQLCBAM,SEO,Safari,M,29,3508317140.72993
283184,2015-04-13 08:26:59,2015-07-08 11:52:50,33,SYDDNKRPUTDXT,Direct,Chrome,M,33,2526112358.1233
280699,2015-02-25 09:09:06,2015-05-20 04:07:46,20,QYFVVPGREJLEZ,SEO,Chrome,M,39,2814191769.46058
343072,2015-04-17 09:06:30,2015-04-26 08:56:21,30,PZAQESRUKEYGY,Ads,IE,M,49,160815490.215431
53942,2015-04-03 04:48:16,2015-05-05 15:59:30,31,SYIMQONHWJQKE,Ads,IE,F,57,2195692459.51182
2469,2015-01-22 19:08:04,2015-02-02 05:55:58,19,IYLFFYWCOFPDK,Direct,FireFox,F,18,3394797004.1973
253369,2015-06-18 23:06:42,2015-09-19 12:34:25,34,OQHLKRCXWMODY,SEO,Safari,F,26,3612623459.2372704
205163,2015-04-07 13:01:23,2015-06-24 23:56:55,11,VYMIHLGHXUFOU,Ads,IE,M,46,1106134027.55101
253686,2015-05-18 20:15:58,2015-08-05 22:19:02,28,CMSKFQZJVMYGM,Ads,Opera,M,41,2286134576.0905
354905,2015-08-17 08:15:55,2015-08-17 23:41:10,27,BYKEASDHRIAJD,Ads,Safari,M,61,2187419942.14878
